t,regime,DeltaPhi,E,I,C
105.42,pre_instability,94.636086,0.667415,4.373164,1.228811
105.44,pre_instability,94.944032,0.668703,4.373875,1.236069
105.46,pre_instability,95.637284,0.670854,4.380832,1.249482
105.48,pre_instability,95.644084,0.670573,4.383178,1.250583
105.5,pre_instability,94.921835,0.669787,4.365156,1.264373
105.52,pre_instability,95.061908,0.670796,4.3622,1.262399
105.54,pre_instability,94.676402,0.66831,4.367978,1.251874
105.56,pre_instability,94.54043,0.667228,4.371499,1.255958
105.58,pre_instability,94.396525,0.665336,4.380534,1.242658
105.6,pre_instability,94.308006,0.663178,4.393164,1.238803
105.62,pre_instability,93.807255,0.660761,4.39366,1.21578
105.64,pre_instability,93.305163,0.658276,4.394431,1.219615
105.66,pre_instability,93.38819,0.658597,4.394902,1.209196
105.68,pre_instability,94.182733,0.660973,4.404523,1.206933
105.7,pre_instability,93.938219,0.661379,4.393772,1.245358
105.72,pre_instability,93.552159,0.660997,4.383664,1.240986
105.74,pre_instability,92.504008,0.658871,4.363788,1.238268
105.76,pre_instability,92.29782,0.659766,4.350656,1.248547
105.78,pre_instability,92.240262,0.659349,4.351645,1.242519
105.8,pre_instability,91.321717,0.655121,4.350374,1.250218
105.82,pre_instability,91.467223,0.655835,4.350325,1.24879
105.84,pre_instability,90.744599,0.651961,4.352506,1.252591
105.86,pre_instability,90.570836,0.650323,4.357554,1.242
105.88,pre_instability,90.854807,0.651265,4.360675,1.22135
105.9,pre_instability,90.341566,0.649561,4.354826,1.221049
105.92,pre_instability,90.435202,0.649928,4.355525,1.219727
105.94,pre_instability,90.552703,0.650617,4.354952,1.231344
105.96,pre_instability,90.55744,0.650621,4.35505,1.225312
105.98,pre_instability,90.453919,0.65021,4.354382,1.238233
106.0,pre_instability,90.798237,0.652418,4.351133,1.231998
106.02,pre_instability,90.032499,0.649988,4.341725,1.232251
106.04,pre_instability,90.910477,0.654217,4.34243,1.176201
106.06,pre_instability,91.197146,0.657232,4.331477,1.225695
106.08,pre_instability,90.802771,0.655428,4.330777,1.229833
106.1,pre_instability,90.551028,0.655133,4.324201,1.199499
106.12,pre_instability,90.318975,0.655721,4.312469,1.230706
106.14,pre_instability,90.695582,0.657964,4.309571,1.248014
106.16,pre_instability,91.585039,0.661337,4.31527,1.199363
106.18,pre_instability,91.86037,0.660967,4.327332,1.225668
106.2,pre_instability,91.32793,0.658686,4.325797,1.252292
106.22,pre_instability,91.934745,0.66009,4.336098,1.227026
106.24,pre_instability,91.925047,0.65851,4.346854,1.211591
106.26,pre_instability,91.641347,0.656876,4.348802,1.218504
106.28,pre_instability,92.298668,0.659523,4.352301,1.228134
106.3,pre_instability,92.349431,0.660283,4.34861,1.226887
106.32,pre_instability,91.893393,0.659598,4.338247,1.23559
106.34,pre_instability,92.475775,0.660394,4.351976,1.212908
106.36,pre_instability,92.105646,0.657225,4.361889,1.219326
106.38,pre_instability,91.542408,0.654694,4.360516,1.221632
106.4,pre_instability,91.663706,0.655332,4.360219,1.224355
106.42,pre_instability,91.824078,0.656326,4.358738,1.223516
106.44,pre_instability,91.24498,0.653094,4.361424,1.218508
106.46,pre_instability,91.194775,0.652819,4.361608,1.218643
106.48,pre_instability,90.822877,0.649975,4.368071,1.206177
106.5,pre_instability,91.224833,0.648863,4.388633,1.195672
106.52,pre_instability,90.807459,0.647381,4.384546,1.229679
106.54,pre_instability,90.730926,0.646873,4.385295,1.234488
106.56,pre_instability,90.326459,0.645023,4.383651,1.234113
106.58,pre_instability,90.803082,0.646782,4.38837,1.255644
106.6,pre_instability,89.838908,0.643088,4.379738,1.25653
106.62,pre_instability,89.111762,0.639918,4.375249,1.281024
106.64,pre_instability,88.774554,0.638549,4.372339,1.280494
106.66,pre_instability,88.899208,0.639269,4.37213,1.281716
106.68,pre_instability,88.475501,0.63662,4.373933,1.278936
106.7,pre_instability,88.473716,0.636591,4.374055,1.280663
106.72,pre_instability,88.33561,0.636128,4.372235,1.286853
106.74,pre_instability,88.314835,0.63612,4.371564,1.281421
106.76,pre_instability,88.474143,0.635459,4.380664,1.262567
106.78,pre_instability,88.469194,0.635344,4.380903,1.208142
106.8,pre_instability,88.322894,0.63695,4.366691,1.238708
106.82,pre_instability,88.473847,0.637817,4.366477,1.227356
106.84,pre_instability,88.531164,0.639714,4.357234,1.296328
106.86,pre_instability,88.186163,0.637625,4.358114,1.242872
106.88,pre_instability,87.847839,0.635775,4.357859,1.242137
106.9,pre_instability,87.7597,0.635843,4.354683,1.276512
106.92,pre_instability,87.698884,0.63548,4.354756,1.267343
106.94,pre_instability,87.514704,0.633375,4.361109,1.301626
106.96,pre_instability,87.45918,0.63309,4.36085,1.289179
106.98,pre_instability,88.32639,0.636389,4.370359,1.281508
107.0,pre_instability,88.718599,0.63862,4.370245,1.320403
107.02,pre_instability,89.042235,0.640069,4.372212,1.320031
107.04,pre_instability,89.082151,0.640138,4.373108,1.319001
107.06,pre_instability,88.837068,0.638787,4.373132,1.3112
107.08,pre_instability,89.180497,0.639075,4.38238,1.227879
107.1,pre_instability,88.691524,0.637732,4.374164,1.215137
107.12,pre_instability,89.299328,0.640784,4.375863,1.215154
107.14,pre_instability,89.690041,0.643954,4.369407,1.265069
107.16,pre_instability,89.754996,0.644287,4.369492,1.269158
107.18,pre_instability,89.139636,0.643489,4.354279,1.324455
107.2,pre_instability,90.658868,0.647161,4.381644,1.354381
107.22,pre_instability,91.018818,0.648509,4.38487,1.351655
107.24,pre_instability,91.064984,0.648357,4.387363,1.347099
107.26,pre_instability,91.051929,0.646333,4.399355,1.233304
107.28,pre_instability,91.630985,0.649616,4.397842,1.332434
107.3,pre_instability,91.88453,0.652402,4.387857,1.327929
107.32,pre_instability,92.453253,0.655897,4.383045,1.312853
107.34,pre_instability,92.315308,0.655942,4.378409,1.36349
107.36,pre_instability,91.608492,0.652367,4.379028,1.347423
107.38,pre_instability,91.982852,0.654246,4.3788,1.340925
107.4,pre_instability,92.210162,0.654407,4.385227,1.335462
107.42,pre_instability,92.498712,0.655633,4.386272,1.29621
107.44,pre_instability,93.032379,0.657899,4.388367,1.291173
107.46,pre_instability,94.130575,0.662444,4.392766,1.284306
107.48,pre_instability,94.281787,0.662929,4.394302,1.284253
107.5,pre_instability,94.460975,0.660582,4.416839,1.28961
107.52,pre_instability,94.603134,0.659407,4.429743,1.301282
107.54,pre_instability,94.8034,0.657575,4.448843,1.295505
107.56,pre_instability,94.2434,0.654988,4.448057,1.304682
107.58,pre_instability,94.35913,0.65564,4.447463,1.304057
107.6,pre_instability,94.587095,0.656967,4.44596,1.30612
107.62,pre_instability,94.730282,0.656251,4.455397,1.290699
107.64,pre_instability,94.619024,0.654763,4.461706,1.284628
107.66,pre_instability,95.017006,0.657053,4.459313,1.286756
107.68,pre_instability,94.144248,0.650075,4.476634,1.225155
107.7,pre_instability,94.356263,0.651023,4.477385,1.220903
107.72,pre_instability,95.069504,0.654428,4.478358,1.241675
107.74,pre_instability,95.147826,0.654752,4.478753,1.242066
107.76,pre_instability,95.216933,0.654978,4.479478,1.237711
107.78,pre_instability,95.585272,0.656814,4.479063,1.219042
107.8,pre_instability,95.985506,0.65894,4.47768,1.228501
107.82,pre_instability,95.926535,0.658728,4.477212,1.228097
107.84,pre_instability,96.316118,0.660638,4.476673,1.211786
107.86,pre_instability,95.775349,0.658714,4.472354,1.217882
107.88,pre_instability,95.167837,0.655998,4.471004,1.222036
107.9,pre_instability,94.794101,0.654405,4.469415,1.208937
107.92,pre_instability,95.322256,0.657204,4.468002,1.242142
107.94,pre_instability,95.264191,0.656986,4.467586,1.241151
107.96,pre_instability,94.538829,0.653754,4.465565,1.238906
107.98,pre_instability,94.129987,0.650847,4.471227,1.23088
108.0,pre_instability,94.383627,0.652553,4.468379,1.230702
108.02,pre_instability,94.286371,0.65189,4.469535,1.229785
108.04,pre_instability,94.018103,0.650596,4.469207,1.229028
108.06,pre_instability,93.64818,0.648779,4.468821,1.22706
108.08,pre_instability,93.389884,0.647669,4.467476,1.228758
108.1,pre_instability,93.57237,0.648017,4.471087,1.20482
108.12,pre_instability,95.061671,0.653834,4.481612,1.156633
108.14,pre_instability,95.483784,0.655671,4.483166,1.165584
108.16,pre_instability,96.237056,0.659172,4.483993,1.174297
108.18,pre_instability,97.484726,0.661304,4.509615,1.164792
108.2,pre_instability,96.792079,0.658506,4.506461,1.178993
108.22,pre_instability,96.858728,0.658777,4.506785,1.181574
108.24,pre_instability,96.707921,0.657307,4.511802,1.175682
108.26,pre_instability,96.713559,0.657334,4.511798,1.174828
108.28,pre_instability,97.10136,0.657904,4.520415,1.168715
108.3,pre_instability,96.953014,0.657185,4.520474,1.1712
108.32,pre_instability,96.764116,0.656253,4.520546,1.157802
108.34,pre_instability,96.630389,0.657834,4.505554,1.131111
108.36,pre_instability,96.565197,0.65742,4.506288,1.142672
108.38,pre_instability,96.926261,0.660434,4.497481,1.141144
108.4,pre_instability,96.420647,0.657177,4.503231,1.136123
108.42,pre_instability,95.9056,0.654621,4.503671,1.149147
108.44,pre_instability,95.695122,0.65496,4.494626,1.146066
108.46,pre_instability,95.641058,0.654955,4.492964,1.1563
108.48,pre_instability,96.491992,0.66084,4.480618,1.136677
108.5,pre_instability,96.762793,0.660168,4.493959,1.127936
108.52,pre_instability,96.571207,0.659048,4.495337,1.111135
108.54,pre_instability,97.16789,0.661214,4.499841,1.126198
108.56,pre_instability,97.048578,0.66112,4.496506,1.098353
108.58,pre_instability,97.317254,0.661851,4.500009,1.073726
108.6,pre_instability,97.148867,0.66001,4.50724,1.075447
108.62,pre_instability,97.318221,0.659421,4.516801,1.096795
108.64,pre_instability,96.715035,0.65624,4.518574,1.056734
108.66,pre_instability,96.018906,0.654007,4.510965,1.068086
108.68,pre_instability,95.641784,0.653293,4.503459,1.062753
108.7,pre_instability,95.567835,0.654602,4.492493,1.065228
108.72,pre_instability,95.514747,0.654054,4.494405,1.068592
108.74,pre_instability,95.993619,0.657872,4.484433,1.06922
108.76,pre_instability,95.676394,0.655824,4.487919,1.069885
108.78,pre_instability,95.627559,0.655543,4.488201,1.067302
108.8,pre_instability,95.868709,0.656684,4.488387,1.068421
108.82,pre_instability,96.094991,0.657765,4.488433,1.068691
108.84,pre_instability,96.047588,0.657508,4.488642,1.069598
108.86,pre_instability,95.966208,0.656924,4.489967,1.075387
108.88,pre_instability,96.973844,0.662071,4.487358,1.068203
108.9,pre_instability,96.540382,0.659459,4.491327,1.066474
108.92,pre_instability,96.197119,0.657275,4.494972,1.05495
108.94,pre_instability,97.575475,0.657776,4.535849,1.039291
108.96,pre_instability,97.913747,0.658081,4.544602,1.034884
108.98,pre_instability,97.732357,0.658557,4.535783,1.06942
109.0,pre_instability,98.516861,0.662112,4.536697,1.064589
109.02,pre_instability,98.792913,0.663981,4.532787,1.102979
109.04,pre_instability,98.387481,0.666483,4.502027,1.083784
109.06,pre_instability,97.534093,0.663956,4.49246,1.101377
109.08,pre_instability,98.081436,0.666358,4.493184,1.11324
109.1,pre_instability,98.521998,0.667563,4.498725,1.101543
109.12,pre_instability,99.108617,0.669249,4.505441,1.09574
109.14,pre_instability,99.287396,0.670348,4.503324,1.121381
109.16,pre_instability,99.304078,0.670656,4.501601,1.118781
109.18,pre_instability,99.074772,0.671494,4.488006,1.113805
109.2,pre_instability,99.297667,0.675453,4.465608,1.124043
109.22,pre_instability,99.542,0.677409,4.458582,1.123916
109.24,pre_instability,99.985909,0.679278,4.458549,1.123414
109.26,pre_instability,101.115084,0.683437,4.462475,1.117807
109.28,pre_instability,101.486029,0.684596,4.465281,1.120782
109.3,pre_instability,101.692924,0.685387,4.465627,1.117136
109.32,pre_instability,101.689555,0.685911,4.461228,1.107016
109.34,pre_instability,102.211675,0.688005,4.461151,1.103814
109.36,pre_instability,101.869068,0.686892,4.459106,1.10669
109.38,pre_instability,102.567953,0.688941,4.465017,1.095985
109.4,pre_instability,103.604929,0.692364,4.470272,1.090851
109.42,pre_instability,104.442517,0.694319,4.48109,1.109636
109.44,pre_instability,104.480744,0.69445,4.481215,1.10824
109.46,pre_instability,105.002887,0.696324,4.482207,1.107944
109.48,pre_instability,105.779452,0.697306,4.498858,1.095286
109.5,pre_instability,106.580985,0.699637,4.504578,1.077819
109.52,pre_instability,107.431625,0.702777,4.50446,1.045571
109.54,pre_instability,107.6092,0.704107,4.49863,1.08438
109.56,pre_instability,107.462189,0.703572,4.498589,1.077747
109.58,pre_instability,108.267411,0.704606,4.515606,1.125301
109.6,pre_instability,108.255502,0.704565,4.515561,1.119244
109.62,pre_instability,108.511391,0.705437,4.516062,1.120639
109.64,pre_instability,108.38116,0.704947,4.51621,1.117587
109.66,pre_instability,108.132328,0.70412,4.515581,1.128763
109.68,pre_instability,109.45693,0.709071,4.51399,1.151327
109.7,pre_instability,109.754932,0.710193,4.513403,1.155434
109.72,pre_instability,110.718776,0.713999,4.509384,1.155962
109.74,pre_instability,110.271324,0.712087,4.512653,1.152606
109.76,pre_instability,110.583027,0.712909,4.515098,1.152273
109.78,pre_instability,110.461651,0.712582,4.51413,1.135016
109.8,pre_instability,111.652198,0.715867,4.521874,1.135944
109.82,pre_instability,112.253978,0.71793,4.52195,1.167693
109.84,pre_instability,113.468754,0.721975,4.522393,1.175986
109.86,pre_instability,113.877221,0.723256,4.523145,1.178614
109.88,pre_instability,113.810278,0.723981,4.514073,1.204695
109.9,pre_instability,114.031278,0.724901,4.512209,1.206004
109.92,pre_instability,115.659345,0.727768,4.53624,1.200763
109.94,pre_instability,115.36863,0.726875,4.535647,1.183577
109.96,pre_instability,115.44888,0.727117,4.535829,1.181824
109.98,pre_instability,115.470808,0.727211,4.535621,1.185662
110.0,pre_instability,114.648804,0.724241,4.53833,1.181992
110.02,pre_instability,113.751764,0.721593,4.535152,1.17924
110.04,pre_instability,113.582646,0.720973,4.535677,1.179312
110.06,pre_instability,112.362133,0.716429,4.539592,1.183526
110.08,pre_instability,111.665945,0.713376,4.545612,1.178247
110.1,pre_instability,112.802473,0.715374,4.563291,1.152803
110.12,pre_instability,112.211407,0.713401,4.562636,1.15109
110.14,pre_instability,112.36727,0.713973,4.562348,1.151797
110.16,pre_instability,113.090645,0.716415,4.562812,1.153993
110.18,pre_instability,113.682668,0.71854,4.561803,1.155956
110.2,pre_instability,113.956847,0.720135,4.55548,1.155672
110.22,pre_instability,113.348786,0.71889,4.547877,1.157626
110.24,pre_instability,112.895026,0.718408,4.537898,1.151191
110.26,pre_instability,111.542629,0.715915,4.517967,1.148643
110.28,pre_instability,111.620591,0.716785,4.512301,1.147173
110.3,pre_instability,111.481008,0.714969,4.524769,1.137181
110.32,pre_instability,111.609012,0.715383,4.52496,1.12545
110.34,pre_instability,111.409859,0.71468,4.525111,1.124842
110.36,pre_instability,110.905678,0.713053,4.524014,1.128207
110.38,pre_instability,110.490874,0.711507,4.524791,1.103916
110.4,pre_instability,110.68358,0.712105,4.525576,1.120145
110.42,pre_instability,110.222505,0.710655,4.524046,1.121524
110.44,pre_instability,108.395144,0.705304,4.513464,1.111986
110.46,pre_instability,109.559547,0.708294,4.524136,1.116933
110.48,pre_instability,110.078278,0.708743,4.536719,1.117639
110.5,pre_instability,110.46368,0.708221,4.553678,1.111519
110.52,pre_instability,109.44891,0.705102,4.548943,1.099513
110.54,pre_instability,107.831254,0.699969,4.541943,1.099725
110.56,pre_instability,107.760949,0.699755,4.541541,1.102726
110.58,pre_instability,109.088889,0.703887,4.548126,1.100649
110.6,pre_instability,108.938671,0.70347,4.546993,1.103409
110.62,pre_instability,108.003483,0.70053,4.542619,1.100078
110.64,pre_instability,107.141132,0.697991,4.536812,1.105438
110.66,pre_instability,108.278907,0.701766,4.540707,1.092466
110.68,pre_instability,108.296519,0.701713,4.541725,1.092083
110.7,pre_instability,108.244551,0.700945,4.546577,1.066168
110.72,pre_instability,108.634829,0.702426,4.546175,1.057545
110.74,pre_instability,108.767364,0.702879,4.546469,1.058055
110.76,pre_instability,107.925216,0.700784,4.537809,1.07438
110.78,pre_instability,108.140422,0.702082,4.533454,1.076172
110.8,pre_instability,108.431381,0.703438,4.530946,1.079978
110.82,pre_instability,107.944428,0.701323,4.533739,1.069361
110.84,pre_instability,107.286337,0.698883,4.533748,1.084558
110.86,pre_instability,108.564316,0.702675,4.541864,1.079387
110.88,pre_instability,109.633605,0.705306,4.552999,1.093247
110.9,pre_instability,109.759351,0.705718,4.553363,1.090833
110.92,pre_instability,109.813135,0.705907,4.553417,1.09117
110.94,pre_instability,110.349933,0.707704,4.554576,1.092525
110.96,pre_instability,110.395877,0.71006,4.534994,1.117837
110.98,pre_instability,110.315999,0.711127,4.522763,1.126007
111.0,pre_instability,110.315282,0.710458,4.528834,1.125197
111.02,pre_instability,111.345214,0.713867,4.530578,1.124422
111.04,pre_instability,110.528215,0.711523,4.525936,1.123102
111.06,pre_instability,109.936017,0.709579,4.524654,1.125083
111.08,pre_instability,109.965605,0.709963,4.522077,1.117015
111.1,pre_instability,110.599056,0.712153,4.52242,1.120284
111.12,pre_instability,110.443502,0.711858,4.520141,1.121119
111.14,pre_instability,111.24103,0.715579,4.511122,1.085682
111.16,pre_instability,111.284336,0.717084,4.498469,1.110358
111.18,pre_instability,111.415393,0.717608,4.49773,1.108963
111.2,pre_instability,113.05102,0.723973,4.489251,1.117686
111.22,pre_instability,112.979007,0.722669,4.499577,1.103764
111.24,pre_instability,113.839831,0.724921,4.505452,1.124599
