t,regime,DeltaPhi,E,I,C
132.08,instability,365.298127,1.129806,4.862604,0.406575
132.1,instability,361.995699,1.126119,4.860601,0.402016
132.12,instability,364.970858,1.129578,4.85888,0.417357
132.14,instability,372.529327,1.138327,4.853058,0.413038
132.16,instability,371.813356,1.137521,4.853136,0.413426
132.18,instability,376.312408,1.142597,4.851839,0.413104
132.2,instability,376.943894,1.143396,4.849274,0.414432
132.22,instability,377.753411,1.144136,4.853474,0.400433
132.24,instability,383.662152,1.150701,4.852459,0.405526
132.26,instability,384.988281,1.152134,4.853067,0.401712
132.28,instability,385.471494,1.152649,4.853485,0.40613
132.3,instability,385.136254,1.152255,4.854191,0.40241
132.32,instability,381.376484,1.14825,4.850667,0.399221
132.34,instability,377.508052,1.144381,4.839523,0.390281
132.36,instability,377.231352,1.144073,4.839576,0.395035
132.38,instability,377.346227,1.144139,4.841254,0.400542
132.4,instability,381.880852,1.149105,4.84254,0.394113
132.42,instability,381.913895,1.149147,4.842379,0.39386
132.44,instability,389.099572,1.15726,4.83561,0.394229
132.46,instability,389.429219,1.157596,4.836242,0.392244
132.48,instability,396.256864,1.165048,4.834208,0.382026
132.5,instability,409.241306,1.179081,4.827885,0.391176
132.52,instability,405.957002,1.175593,4.828557,0.394109
132.54,instability,413.105019,1.182715,4.839868,0.392313
132.56,instability,437.883277,1.208194,4.838964,0.393564
132.58,instability,434.046758,1.204003,4.848141,0.389839
132.6,instability,430.031406,1.199987,4.846126,0.390056
132.62,instability,425.780465,1.195776,4.842078,0.396436
132.64,instability,434.180781,1.204412,4.840117,0.390635
132.66,instability,434.494926,1.204776,4.838753,0.390743
132.68,instability,428.276729,1.199046,4.821227,0.39805
132.7,instability,424.984547,1.195598,4.823473,0.403168
132.72,instability,436.214667,1.207144,4.820127,0.3887
132.74,instability,436.214651,1.207144,4.820126,0.388762
132.76,instability,440.203111,1.211065,4.823002,0.399151
132.78,instability,439.251297,1.210086,4.823678,0.395211
132.8,instability,441.027223,1.212132,4.815843,0.399826
132.82,instability,442.049395,1.212909,4.823191,0.392361
132.84,instability,440.251672,1.210856,4.830668,0.389862
132.86,instability,440.410402,1.211048,4.829711,0.391474
132.88,instability,441.339169,1.212033,4.828133,0.393855
132.9,instability,446.975164,1.217114,4.8446,0.390944
132.92,instability,447.039295,1.216809,4.85565,0.394264
132.94,instability,448.293447,1.218058,4.855621,0.394576
132.96,instability,451.556703,1.221263,4.856591,0.394456
132.98,instability,454.118123,1.223488,4.865766,0.387396
133.0,instability,452.668243,1.22214,4.863235,0.385646
133.02,instability,461.15591,1.230645,4.858252,0.389087
133.04,instability,461.627505,1.230943,4.863232,0.39333
133.06,instability,458.887929,1.228245,4.863783,0.395232
133.08,instability,456.871683,1.226225,4.86503,0.395934
133.1,instability,453.743557,1.223273,4.861144,0.397181
133.12,instability,454.025153,1.223529,4.861806,0.397967
133.14,instability,452.811279,1.222375,4.860453,0.393165
133.16,instability,438.602183,1.208299,4.857355,0.400735
133.18,instability,445.082674,1.215168,4.846395,0.397872
133.2,instability,452.469915,1.22228,4.853228,0.412541
133.22,instability,446.289521,1.216266,4.849617,0.410876
133.24,instability,445.766597,1.215765,4.849023,0.410714
133.26,instability,425.163212,1.195119,4.842812,0.408387
133.28,instability,424.145416,1.194059,4.843211,0.408195
133.3,instability,421.677357,1.191613,4.840372,0.412042
133.32,instability,429.58793,1.199526,4.846461,0.411687
133.34,instability,430.277918,1.200237,4.846277,0.412028
133.36,instability,430.761078,1.200689,4.847452,0.409175
133.38,instability,431.457971,1.201406,4.84725,0.413406
133.4,instability,434.711912,1.204842,4.843376,0.411046
133.42,instability,436.785373,1.20737,4.830599,0.404011
133.44,instability,431.907379,1.20232,4.833858,0.418081
133.46,instability,434.251215,1.204651,4.835234,0.410624
133.48,instability,422.398985,1.192486,4.836669,0.41423
133.5,instability,412.678395,1.181863,4.851515,0.408339
133.52,instability,420.273718,1.190079,4.84271,0.401479
133.54,instability,413.83594,1.183316,4.844633,0.408858
133.56,instability,416.748807,1.186063,4.852921,0.395225
133.58,instability,418.620441,1.188029,4.85236,0.396142
133.6,instability,408.512038,1.177365,4.854811,0.401529
133.62,instability,405.982669,1.174782,4.852277,0.405788
133.64,instability,403.977611,1.172121,4.867229,0.403396
133.66,instability,402.131973,1.170159,4.867153,0.404257
133.68,instability,403.1091,1.171077,4.87056,0.399681
133.7,instability,401.761752,1.169852,4.864715,0.40719
133.72,instability,408.393447,1.17704,4.86048,0.409254
133.74,instability,405.039478,1.173775,4.852483,0.407141
133.76,instability,404.689656,1.173389,4.852926,0.409703
133.78,instability,404.033465,1.172658,4.85388,0.410445
133.8,instability,403.36472,1.17195,4.853803,0.411184
133.82,instability,403.326175,1.171909,4.853848,0.41678
133.84,instability,407.442373,1.176186,4.856253,0.409409
133.86,instability,413.753836,1.182917,4.853548,0.410073
133.88,instability,414.388758,1.18352,4.855353,0.421468
133.9,instability,423.252524,1.192746,4.85469,0.42896
133.92,instability,420.407948,1.189999,4.849111,0.423979
133.94,instability,420.595434,1.190184,4.849394,0.424474
133.96,instability,420.67291,1.190275,4.849096,0.429234
133.98,instability,424.55134,1.194487,4.843034,0.437205
134.0,instability,419.679282,1.188756,4.863216,0.435466
134.02,instability,419.77924,1.18886,4.863183,0.434762
134.04,instability,414.351815,1.183149,4.864878,0.435707
134.06,instability,408.812224,1.177193,4.868649,0.415433
134.08,instability,406.838088,1.174944,4.873222,0.412964
134.1,instability,399.959731,1.1671,4.887679,0.42384
134.12,instability,401.330069,1.168386,4.892675,0.422751
134.14,instability,400.637886,1.167654,4.892433,0.422376
134.16,instability,395.886182,1.162563,4.892046,0.428827
134.18,instability,399.388391,1.166358,4.891318,0.440235
134.2,instability,395.671114,1.162079,4.898966,0.433943
134.22,instability,394.94237,1.161346,4.897484,0.433556
134.24,instability,394.621995,1.161006,4.897286,0.433198
134.26,instability,396.073482,1.162504,4.899197,0.429293
134.28,instability,397.270393,1.163791,4.899268,0.429353
134.3,instability,395.132839,1.1615,4.898867,0.428413
134.32,instability,390.263165,1.156071,4.902718,0.412124
134.34,instability,391.01814,1.156956,4.901078,0.422121
134.36,instability,392.73847,1.158842,4.900624,0.426898
134.38,instability,381.989875,1.146951,4.90393,0.442096
134.4,instability,381.960767,1.146932,4.903579,0.441768
134.42,instability,382.026749,1.146969,4.904549,0.442315
134.44,instability,384.481782,1.149905,4.8984,0.438939
134.46,instability,385.536751,1.151134,4.896569,0.441668
134.48,instability,387.404516,1.153198,4.896132,0.441922
134.5,instability,390.652558,1.157289,4.881263,0.436718
134.52,instability,386.195018,1.151931,4.894574,0.446141
134.54,instability,386.832098,1.15257,4.896166,0.445333
134.56,instability,395.732771,1.161734,4.910266,0.450317
134.58,instability,395.432603,1.161664,4.903359,0.454499
134.6,instability,396.026518,1.162343,4.90233,0.459408
134.62,instability,393.629623,1.159854,4.899524,0.45592
134.64,instability,390.128485,1.156433,4.889118,0.456864
134.66,instability,404.380249,1.171481,4.897256,0.462982
134.68,instability,403.775362,1.170688,4.901374,0.464157
134.7,instability,404.832235,1.171851,4.900336,0.461078
134.72,instability,407.388019,1.174636,4.898297,0.45932
134.74,instability,404.794375,1.171946,4.896584,0.46221
134.76,instability,399.657271,1.166767,4.888076,0.45875
134.78,instability,404.427886,1.172034,4.883267,0.460806
134.8,instability,408.607051,1.176748,4.87525,0.454141
134.82,instability,412.129837,1.18049,4.874345,0.455882
134.84,instability,420.464981,1.189175,4.874599,0.447849
134.86,instability,426.825858,1.196079,4.864719,0.453396
134.88,instability,429.851082,1.19919,4.864299,0.45377
134.9,instability,413.738539,1.182846,4.855382,0.470033
134.92,instability,425.303235,1.194755,4.85783,0.467399
134.94,instability,425.683978,1.194965,4.863061,0.464218
134.96,instability,425.082028,1.194496,4.858712,0.461415
134.98,instability,423.546866,1.192788,4.862336,0.44962
135.0,instability,425.10468,1.194569,4.85722,0.449246
135.02,instability,429.473748,1.198993,4.858755,0.443064
135.04,instability,429.759418,1.199253,4.859714,0.450454
135.06,instability,430.427029,1.199913,4.860389,0.454778
135.08,instability,441.777125,1.211323,4.862628,0.460312
135.1,instability,447.534265,1.216966,4.865923,0.44896
135.12,instability,447.74805,1.217184,4.865773,0.449078
135.14,instability,449.631401,1.21934,4.857312,0.454452
135.16,instability,449.138827,1.218691,4.862157,0.467418
135.18,instability,448.592634,1.218156,4.861956,0.473026
135.2,instability,448.161739,1.217765,4.86083,0.476286
135.22,instability,443.048695,1.212806,4.856502,0.4718
135.24,instability,444.031246,1.213759,4.857459,0.477657
135.26,instability,443.941273,1.213696,4.856633,0.47322
135.28,instability,442.377797,1.212231,4.853643,0.473359
135.3,instability,450.934896,1.220576,4.859076,0.470699
135.32,instability,454.735816,1.224413,4.856574,0.464127
135.34,instability,461.516255,1.231026,4.857712,0.469489
135.36,instability,461.916892,1.231595,4.852292,0.471798
135.38,instability,459.538079,1.228921,4.862878,0.457047
135.4,instability,448.10731,1.217573,4.86485,0.451761
135.42,instability,446.146643,1.215602,4.865437,0.466725
135.44,instability,454.557789,1.22397,4.864649,0.466416
135.46,instability,454.293129,1.223711,4.864609,0.467092
135.48,instability,454.215957,1.223634,4.864632,0.467628
135.5,instability,452.388887,1.221784,4.865976,0.458626
135.52,instability,452.932254,1.222385,4.864065,0.465552
135.54,instability,451.599646,1.221161,4.861249,0.464016
135.56,instability,447.885285,1.217596,4.857604,0.462326
135.58,instability,447.395069,1.217149,4.856402,0.467186
135.6,instability,452.192936,1.221718,4.862138,0.464396
135.62,instability,448.086451,1.217399,4.869436,0.452799
135.64,instability,439.423179,1.208663,4.871334,0.471611
135.66,instability,437.991773,1.207375,4.866777,0.475189
135.68,instability,438.233934,1.207268,4.877102,0.473023
135.7,instability,436.272155,1.205329,4.875811,0.473403
135.72,instability,443.428037,1.212623,4.87322,0.468923
135.74,instability,448.345841,1.21742,4.876651,0.484077
135.76,instability,459.936133,1.228698,4.88154,0.478292
135.78,instability,460.868641,1.22963,4.880975,0.478507
135.8,instability,460.668112,1.229439,4.880801,0.478236
135.82,instability,466.438174,1.235574,4.865172,0.479911
135.84,instability,461.228701,1.230483,4.865762,0.47841
135.86,instability,462.377133,1.231624,4.865153,0.481846
135.88,instability,462.388312,1.231626,4.865439,0.482934
135.9,instability,462.278172,1.231376,4.869781,0.481993
135.92,instability,452.545449,1.221869,4.868158,0.482381
135.94,instability,461.596569,1.230597,4.873244,0.484629
135.96,instability,461.445351,1.23046,4.872883,0.477568
135.98,instability,455.239026,1.224475,4.86974,0.477079
136.0,instability,451.026406,1.220205,4.872938,0.477508
136.02,instability,449.433463,1.218549,4.875223,0.484318
136.04,instability,448.613402,1.217239,4.889927,0.478577
136.06,instability,447.871506,1.216445,4.891619,0.485888
136.08,instability,443.323293,1.212014,4.888154,0.476415
136.1,instability,439.526805,1.208144,4.889682,0.475978
136.12,instability,436.377225,1.204855,4.892763,0.472223
136.14,instability,437.231656,1.2056,4.896274,0.470232
136.16,instability,435.52086,1.203778,4.898836,0.465608
136.18,instability,438.500875,1.207233,4.886001,0.462758
136.2,instability,446.178367,1.214636,4.895057,0.462321
136.22,instability,446.752171,1.215192,4.89561,0.472087
136.24,instability,444.617724,1.212943,4.898952,0.464387
136.26,instability,454.544321,1.222698,4.902421,0.461199
136.28,instability,447.602752,1.215816,4.902193,0.461125
136.3,instability,447.554604,1.215764,4.902325,0.461536
136.32,instability,447.792579,1.21598,4.902944,0.461293
136.34,instability,443.521425,1.212106,4.891252,0.462279
136.36,instability,443.79158,1.212384,4.891014,0.462333
136.38,instability,427.25531,1.195613,4.890975,0.467674
136.4,instability,430.01682,1.198326,4.894321,0.462763
136.42,instability,430.645255,1.198975,4.894149,0.470005
136.44,instability,433.429246,1.201794,4.894696,0.461625
136.46,instability,427.650972,1.195977,4.892198,0.467076
136.48,instability,432.641759,1.200901,4.897344,0.462605
136.5,instability,434.486553,1.202952,4.892319,0.466592
136.52,instability,433.261132,1.20173,4.891622,0.466666
136.54,instability,433.926006,1.202274,4.895442,0.462581
136.56,instability,437.35103,1.205904,4.890865,0.460291
136.58,instability,434.441875,1.203144,4.88539,0.465833
136.6,instability,442.837788,1.21178,4.880626,0.462991
136.62,instability,433.383059,1.202234,4.880576,0.473919
136.64,instability,434.555277,1.203494,4.878579,0.472581
136.66,instability,422.066732,1.191108,4.86681,0.471474
136.68,instability,414.048582,1.182969,4.861177,0.479534
136.7,instability,410.373821,1.178487,4.87884,0.474165
136.72,instability,417.509111,1.186356,4.867584,0.485456
136.74,instability,417.290562,1.186191,4.86581,0.485785
136.76,instability,416.345806,1.185389,4.86057,0.479168
136.78,instability,416.598613,1.185656,4.860468,0.478822
136.8,instability,428.958044,1.198369,4.861715,0.470841
136.82,instability,429.068479,1.198481,4.861765,0.476962
136.84,instability,424.993945,1.19448,4.856582,0.468008
136.86,instability,423.360324,1.192871,4.854447,0.465736
136.88,instability,425.185898,1.194602,4.858769,0.469427
136.9,instability,424.759874,1.194242,4.856516,0.470291
136.92,instability,415.097289,1.184163,4.85833,0.469977
136.94,instability,414.148469,1.183092,4.860595,0.468356
136.96,instability,412.909834,1.181614,4.865703,0.463675
136.98,instability,419.25092,1.18814,4.868237,0.463482
137.0,instability,421.224789,1.19028,4.865531,0.463214
137.02,instability,417.567893,1.186506,4.864935,0.463145
137.04,instability,422.274377,1.191457,4.862843,0.448026
137.06,instability,424.263721,1.193367,4.866932,0.44943
137.08,instability,423.452962,1.192308,4.873452,0.466584
137.1,instability,421.886034,1.190836,4.869201,0.459534
137.12,instability,422.167391,1.191139,4.868861,0.459795
137.14,instability,423.978104,1.192975,4.869878,0.473656
137.16,instability,429.888458,1.198845,4.875538,0.475091
137.18,instability,429.833455,1.198795,4.875368,0.475682
137.2,instability,427.634578,1.196459,4.877819,0.473996
137.22,instability,424.703789,1.193342,4.880823,0.475153
137.24,instability,427.177782,1.19588,4.881023,0.475105
137.26,instability,426.332655,1.195006,4.881177,0.473113
137.28,instability,425.489312,1.19398,4.885734,0.469821
137.3,instability,429.862107,1.198023,4.898486,0.457795
137.32,instability,424.510737,1.192344,4.9037,0.462752
137.34,instability,425.441771,1.193173,4.907503,0.474648
137.36,instability,425.461235,1.193191,4.90755,0.474767
137.38,instability,431.553904,1.198692,4.929133,0.484277
137.4,instability,433.487988,1.20058,4.931616,0.48469
137.42,instability,427.592955,1.19452,4.932347,0.49225
137.44,instability,427.439831,1.194401,4.931235,0.491312
137.46,instability,424.817127,1.191673,4.931944,0.492203
137.48,instability,432.98673,1.200428,4.921256,0.482079
137.5,instability,433.164984,1.200529,4.923523,0.469178
137.52,instability,437.595039,1.205164,4.919734,0.482241
137.54,instability,435.161128,1.203339,4.901043,0.47931
137.56,instability,434.770049,1.202939,4.901125,0.483843
137.58,instability,436.010617,1.204064,4.905058,0.486631
137.6,instability,436.072786,1.204078,4.906489,0.488959
137.62,instability,439.600883,1.207807,4.901782,0.483169
137.64,instability,427.07819,1.194455,4.919002,0.475591
137.66,instability,428.796217,1.196195,4.919713,0.476501
137.68,instability,427.526006,1.194901,4.919417,0.476872
137.7,instability,427.297472,1.194639,4.920201,0.478185
137.72,instability,427.284016,1.194763,4.916217,0.466837
137.74,instability,423.675197,1.191091,4.91484,0.468846
137.76,instability,425.971114,1.19332,4.918899,0.476875
137.78,instability,427.949553,1.195328,4.91964,0.470399
137.8,instability,424.00779,1.191374,4.916562,0.462332
137.82,instability,422.316081,1.189505,4.919916,0.460418
137.84,instability,417.476172,1.184386,4.922326,0.459233
137.86,instability,404.47307,1.170646,4.923067,0.460517
137.88,instability,402.605581,1.168413,4.929629,0.455455
137.9,instability,395.892511,1.161109,4.932033,0.46566
137.92,instability,386.103609,1.150038,4.942645,0.466905
137.94,instability,386.965741,1.151009,4.94201,0.465629
137.96,instability,390.056304,1.154197,4.94727,0.45902
137.98,instability,390.880617,1.155071,4.947973,0.459256
138.0,instability,404.695818,1.170911,4.9223,0.457988
138.02,instability,404.320572,1.170422,4.924776,0.461766
138.04,instability,412.086024,1.17804,4.941707,0.459801
138.06,instability,412.096064,1.17806,4.941449,0.463146
138.08,instability,410.501885,1.176399,4.940868,0.463298
138.1,instability,414.849948,1.181087,4.937804,0.463577
138.12,instability,413.502266,1.179681,4.937538,0.463443
138.14,instability,411.040143,1.177269,4.93247,0.456209
138.16,instability,411.283607,1.177456,4.934427,0.459611
138.18,instability,406.611867,1.172542,4.933524,0.455795
138.2,instability,415.667618,1.182313,4.927491,0.465776
138.22,instability,417.30941,1.184464,4.915212,0.452676
138.24,instability,418.178597,1.185332,4.916291,0.453837
138.26,instability,417.049326,1.184171,4.915833,0.45452
138.28,instability,429.526233,1.197088,4.915459,0.446956
138.3,instability,430.317265,1.197893,4.915577,0.446856
138.32,instability,432.474096,1.20009,4.915798,0.447991
138.34,instability,419.748735,1.187161,4.910779,0.445321
138.36,instability,409.850313,1.176748,4.911999,0.450775
138.38,instability,411.897464,1.178693,4.91796,0.457007
138.4,instability,413.993317,1.180951,4.916405,0.449293
138.42,instability,400.803564,1.167136,4.911731,0.456077
138.44,instability,399.083132,1.165549,4.9046,0.446088
138.46,instability,399.371772,1.165671,4.909787,0.449416
138.48,instability,397.142775,1.163251,4.910388,0.449996
138.5,instability,402.258255,1.169152,4.899047,0.448371
138.52,instability,392.889838,1.159292,4.892954,0.449849
138.54,instability,392.941345,1.159346,4.892971,0.444559
138.56,instability,398.617008,1.165628,4.888678,0.452663
138.58,instability,400.321055,1.167477,4.888081,0.448746
138.6,instability,396.398854,1.163299,4.887089,0.448526
138.62,instability,396.46691,1.163355,4.887565,0.448715
138.64,instability,398.751912,1.165806,4.887816,0.461081
138.66,instability,396.129803,1.163333,4.878229,0.454959
138.68,instability,395.298371,1.162183,4.885174,0.454626
138.7,instability,395.009174,1.162068,4.879791,0.460639
138.72,instability,400.867463,1.168447,4.877434,0.455583
138.74,instability,403.966053,1.171706,4.87871,0.455715
138.76,instability,403.846608,1.171601,4.878093,0.456718
138.78,instability,405.036751,1.17287,4.877972,0.455705
138.8,instability,410.574375,1.17928,4.862369,0.463114
138.82,instability,410.819507,1.179399,4.86631,0.465544
138.84,instability,412.85461,1.181528,4.866529,0.466058
138.86,instability,409.980383,1.17865,4.862517,0.466758
138.88,instability,420.787215,1.189861,4.864578,0.46444
138.9,instability,412.839288,1.181654,4.862474,0.464289
138.92,instability,409.360102,1.17814,4.858477,0.466898
138.94,instability,408.493601,1.177231,4.858345,0.468251
138.96,instability,406.390815,1.174987,4.85893,0.466489
138.98,instability,405.870306,1.174568,4.85523,0.468827
139.0,instability,405.518514,1.174154,4.856386,0.468775
139.02,instability,404.869026,1.173459,4.856575,0.468552
139.04,instability,404.156297,1.172678,4.857256,0.468289
139.06,instability,405.226605,1.173802,4.857623,0.474509
139.08,instability,405.663091,1.174313,4.856293,0.480218
139.1,instability,406.072674,1.174753,4.856051,0.464425
139.12,instability,408.539381,1.177207,4.860413,0.473936
139.14,instability,408.519856,1.177118,4.862367,0.478578
139.16,instability,409.355169,1.17799,4.86262,0.479326
139.18,instability,409.58812,1.178226,4.862885,0.479014
139.2,instability,407.700691,1.176187,4.864218,0.481594
139.22,instability,402.981466,1.171101,4.866445,0.475004
139.24,instability,402.903865,1.171023,4.866314,0.474964
139.26,instability,402.030735,1.170194,4.863455,0.474097
139.28,instability,395.400461,1.163215,4.859957,0.490712
139.3,instability,402.501992,1.171336,4.845623,0.485867
139.32,instability,395.303087,1.163261,4.855755,0.484311
139.34,instability,394.969217,1.162707,4.861168,0.492214
139.36,instability,394.70545,1.162432,4.860879,0.491408
139.38,instability,396.584462,1.164472,4.860461,0.492592
139.4,instability,406.168414,1.174602,4.863272,0.498436
139.42,instability,407.091329,1.175534,4.864539,0.499538
139.44,instability,417.619438,1.187122,4.84898,0.49848
139.46,instability,416.524846,1.186003,4.848401,0.496639
139.48,instability,416.274176,1.185708,4.849329,0.487709
139.5,instability,414.883175,1.184251,4.849504,0.486421
139.52,instability,415.467702,1.184896,4.84851,0.487886
139.54,instability,422.437223,1.192467,4.838712,0.493369
139.56,instability,424.106047,1.194194,4.838498,0.493853
139.58,instability,423.4839,1.19367,4.83509,0.48939
139.6,instability,427.736264,1.197835,4.840861,0.476453
139.62,instability,426.981473,1.197031,4.841757,0.475627
139.64,instability,424.173868,1.194149,4.841684,0.466226
139.66,instability,427.450966,1.1974,4.845019,0.470089
139.68,instability,428.291111,1.198207,4.846546,0.470757
139.7,instability,435.066109,1.205321,4.840106,0.467463
139.72,instability,434.944555,1.205195,4.840222,0.474179
139.74,instability,435.742138,1.206256,4.832698,0.477237
139.76,instability,434.834899,1.205441,4.829619,0.467233
139.78,instability,427.129389,1.197694,4.826758,0.466029
139.8,instability,426.048914,1.196584,4.826863,0.465962
139.82,instability,424.618993,1.195079,4.827926,0.46283
139.84,instability,428.342584,1.198734,4.832655,0.463416
139.86,instability,426.833958,1.197175,4.833048,0.454555
139.88,instability,418.158392,1.187927,4.841805,0.466268
139.9,instability,424.769271,1.194746,4.842159,0.471788
139.92,instability,422.713386,1.192774,4.838007,0.479977
139.94,instability,422.692769,1.19272,4.838931,0.473904
139.96,instability,422.468582,1.192488,4.83897,0.480987
139.98,instability,428.646913,1.198464,4.849692,0.477129
140.0,instability,429.559598,1.19937,4.850488,0.477224
140.02,instability,431.036997,1.200777,4.853422,0.481395
140.04,instability,420.810745,1.189861,4.865361,0.483093
140.06,instability,403.455462,1.172507,4.841285,0.501168
140.08,instability,402.812559,1.171824,4.841278,0.502137
140.1,instability,403.831998,1.173092,4.836059,0.500711
140.12,instability,399.420965,1.168443,4.834635,0.500928
140.14,instability,391.55046,1.159828,4.838616,0.491726
140.16,instability,395.127976,1.163508,4.843729,0.492141
140.18,instability,388.813686,1.156588,4.845956,0.490722
140.2,instability,391.421169,1.159485,4.844269,0.503138
140.22,instability,391.727687,1.159434,4.854826,0.506088
140.24,instability,385.504006,1.152692,4.853713,0.502395
140.26,instability,385.656722,1.152862,4.853639,0.503082
140.28,instability,405.884662,1.173681,4.880646,0.49697
140.3,instability,407.104662,1.174973,4.880685,0.499019
140.32,instability,407.384664,1.175237,4.881553,0.490615
140.34,instability,406.4381,1.174248,4.881205,0.493787
140.36,instability,412.050556,1.180134,4.882164,0.486914
140.38,instability,412.022332,1.180106,4.882154,0.493563
140.4,instability,407.509469,1.175478,4.878539,0.500915
140.42,instability,407.965656,1.175932,4.879356,0.501719
140.44,instability,396.30747,1.163397,4.881919,0.497658
140.46,instability,399.13558,1.166665,4.875614,0.499875
140.48,instability,392.166303,1.158738,4.886833,0.491364
140.5,instability,380.714509,1.146526,4.877805,0.492758
140.52,instability,380.606037,1.146407,4.877768,0.489771
140.54,instability,373.994845,1.139308,4.871005,0.507011
140.56,instability,351.504314,1.113705,4.868781,0.49176
140.58,instability,350.729316,1.112805,4.868709,0.501711
140.6,instability,350.803066,1.112926,4.867809,0.496121
140.62,instability,350.989118,1.113127,4.868183,0.489104
140.64,instability,342.620192,1.103555,4.861269,0.506509
140.66,instability,346.153868,1.107456,4.868215,0.496938
140.68,instability,344.019313,1.104764,4.872533,0.505592
140.7,instability,345.216274,1.106121,4.873975,0.496703
140.72,instability,337.227313,1.09586,4.892437,0.50038
140.74,instability,338.18581,1.097027,4.891999,0.488191
140.76,instability,335.621907,1.09415,4.886904,0.486095
140.78,instability,335.780441,1.094283,4.888348,0.486674
140.8,instability,332.385418,1.090479,4.880961,0.484808
140.82,instability,329.658161,1.087166,4.880819,0.47865
140.84,instability,330.48688,1.088187,4.880528,0.476033
140.86,instability,332.720609,1.090946,4.87948,0.485879
140.88,instability,331.83104,1.090135,4.872971,0.495706
140.9,instability,323.967917,1.080309,4.877746,0.48069
140.92,instability,321.815376,1.077695,4.876562,0.480643
140.94,instability,321.196881,1.07691,4.877007,0.487312
140.96,instability,319.827304,1.07508,4.880014,0.491876
140.98,instability,318.672877,1.073636,4.880127,0.495305
141.0,instability,318.320047,1.073207,4.879823,0.48991
141.02,instability,314.597348,1.067697,4.899436,0.49426
141.04,instability,317.72342,1.071926,4.892456,0.492946
141.06,instability,317.764978,1.071985,4.8923,0.491733
141.08,instability,318.663348,1.073184,4.890575,0.499547
141.1,instability,319.897126,1.074625,4.892919,0.497527
141.12,instability,319.625921,1.074304,4.892524,0.500486
141.14,instability,319.762463,1.074456,4.892966,0.501617
141.16,instability,323.059007,1.078161,4.902281,0.494175
141.18,instability,318.710731,1.072779,4.901537,0.499816
141.2,instability,307.452404,1.058522,4.90124,0.492941
141.22,instability,307.522868,1.058612,4.901224,0.491571
141.24,instability,310.53168,1.062665,4.896513,0.493934
141.26,instability,313.7335,1.066714,4.896914,0.501005
141.28,instability,312.577491,1.065168,4.898849,0.505248
141.3,instability,313.178497,1.065934,4.898707,0.499185
141.32,instability,305.636973,1.056212,4.900709,0.506824
141.34,instability,303.925573,1.054021,4.900196,0.494572
141.36,instability,306.072149,1.056835,4.899272,0.505723
141.38,instability,309.322991,1.060795,4.904131,0.503271
141.4,instability,309.445214,1.060955,4.904047,0.505376
141.42,instability,317.703398,1.071303,4.906605,0.511019
141.44,instability,314.896979,1.067776,4.90654,0.518411
141.46,instability,313.101783,1.066101,4.892626,0.514171
141.48,instability,320.651781,1.075535,4.893746,0.522998
141.5,instability,319.973047,1.074683,4.893899,0.523239
141.52,instability,314.632379,1.068147,4.890095,0.533
141.54,instability,317.779445,1.072483,4.881142,0.534956
141.56,instability,313.865198,1.067544,4.881531,0.533331
141.58,instability,310.776829,1.063682,4.880291,0.532891
141.6,instability,310.083735,1.063248,4.869827,0.529067
141.62,instability,311.829912,1.065537,4.868182,0.531697
141.64,instability,314.605972,1.06869,4.876581,0.539888
141.66,instability,315.191832,1.069353,4.878302,0.528876
141.68,instability,314.951008,1.069026,4.878857,0.527947
141.7,instability,315.524497,1.07021,4.867853,0.503625
141.72,instability,312.476216,1.065918,4.878376,0.51387
141.74,instability,312.683583,1.065961,4.883528,0.519104
141.76,instability,314.52709,1.068282,4.883792,0.528574
141.78,instability,314.402613,1.068121,4.88388,0.527854
141.8,instability,313.966938,1.067546,4.884468,0.527974
141.82,instability,313.990209,1.067806,4.87911,0.538241
141.84,instability,310.369393,1.063182,4.879898,0.539579
141.86,instability,304.186501,1.055117,4.883053,0.541922
141.88,instability,308.539996,1.060624,4.885113,0.542624
141.9,instability,302.156979,1.052422,4.884572,0.543611
141.92,instability,302.789332,1.052893,4.892527,0.539767
141.94,instability,309.802044,1.062133,4.887461,0.534255
141.96,instability,311.223986,1.063893,4.888637,0.532273
141.98,instability,308.117721,1.059704,4.893826,0.532594
142.0,instability,311.815493,1.064338,4.89578,0.535688
142.02,instability,313.319736,1.066312,4.89424,0.53644
142.04,instability,313.905714,1.06704,4.894567,0.543035
142.06,instability,313.764369,1.066801,4.895999,0.545042
142.08,instability,319.115606,1.073712,4.891618,0.539458
142.1,instability,322.287751,1.077642,4.8921,0.546493
142.12,instability,324.876958,1.080935,4.889937,0.546718
142.14,instability,325.838296,1.082108,4.890215,0.546316
142.16,instability,325.934778,1.082224,4.890262,0.54132
142.18,instability,325.03419,1.081125,4.890025,0.542692
142.2,instability,323.951777,1.079961,4.885912,0.543625
142.22,instability,325.045727,1.081211,4.888299,0.544384
142.24,instability,327.715293,1.084628,4.885045,0.543552
142.26,instability,327.048561,1.083908,4.882671,0.543058
142.28,instability,326.115611,1.082953,4.878068,0.541165
142.3,instability,323.705243,1.080149,4.874076,0.542305
142.32,instability,322.562639,1.078901,4.870108,0.541118
142.34,instability,322.586721,1.078933,4.870068,0.540782
142.36,instability,319.405896,1.075028,4.868968,0.541086
142.38,instability,322.220321,1.07845,4.870786,0.543014
142.4,instability,326.636424,1.084253,4.86204,0.53341
